article_id,technique,start,end,text_spans
724791253,Appeal_to_fear-prejudice,918,1206,"If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above"
724791253,Loaded_Language,1223,1254,relentlessly appeasement-minded
724791253,"Name_Calling,Labeling",1799,1804,bigot
724791253,Appeal_to_Authority,2702,2827,"He is failing in his leadership and we should not welcome him here.
We must be vigorous in our intolerance of his intolerance"
724791253,Loaded_Language,3488,3503,shock and alarm
725276027,"Bandwagon,Reductio_ad_hitlerum",418,499,Saris like many other Federal judges does not like our current immigration system
725276027,"Name_Calling,Labeling",765,789,The Indonesian Christian
725276027,Causal_Oversimplification,52,160,who thinks it is the job of District Court judges to micromanage the deportation system of the United States
725276027,Loaded_Language,229,247,her little amnesty
725276027,Appeal_to_fear-prejudice,2063,2268,"expressed concern the Indonesians could be deported before their administrative appeals were finished, given their claims they could face religious persecution in the world’s largest majority-Muslim nation"
725276027,Loaded_Language,5787,5806,some minor kritarch
725276027,Thought-terminating_Cliches,162,174,got her wish
725276027,Loaded_Language,198,212,illegal aliens
725276027,Repetition,1339,1353,illegal aliens
725276027,Repetition,1506,1520,illegal aliens
725276027,Thought-terminating_Cliches,3316,3333,That’s my concern
725276027,Repetition,3434,3448,illegal aliens
725276027,Repetition,3876,3890,illegal aliens
725276027,Repetition,5311,5325,illegal aliens
725276027,Loaded_Language,5381,5406,another bite at the apple
725276027,"Name_Calling,Labeling",5792,5806,minor kritarch
725498022,Loaded_Language,4518,4580,the charismatic homosexual/pederast predator Fernando Karadima
725498022,Slogans,6105,6131,Neither lefties nor stupid
725498022,"Exaggeration,Minimisation",8065,8084,It’s all in the air
725498022,Thought-terminating_Cliches,16921,16939,who am I to judge”
725498022,"Whataboutism,Straw_Men,Red_Herring",18642,18707,What happened to ‘Zero Tolerance’ for clerical sexual offenders?”
725498022,Loaded_Language,757,770,to blaze down
725498022,"Name_Calling,Labeling",1058,1085,leftist secular journalists
725498022,"Name_Calling,Labeling",1452,1468,a “leftist” pope
725498022,Loaded_Language,2686,2720,her voice cracked with nervousness
725498022,"Name_Calling,Labeling",4518,4580,the charismatic homosexual/pederast predator Fernando Karadima
725498022,Thought-terminating_Cliches,5585,5607,think with your head.”
725498022,Loaded_Language,5843,5858,you are foolish
725498022,Loaded_Language,7181,7203,the egregious failures
725498022,Loaded_Language,7672,7695,this horrified me a lot
725498022,"Name_Calling,Labeling",10212,10237,a voyeuristic participant
725498022,"Name_Calling,Labeling",10881,10895,priest-abusers
725498022,"Name_Calling,Labeling",16716,16740,the notorious homosexual
725498022,Loaded_Language,17429,17452,the sinister appearance
725498022,"Name_Calling,Labeling",19752,19789,the notorious Italian priest-pederast
725498022,Loaded_Language,20050,20079,the abuse was approved by God
725498022,Loaded_Language,21226,21249,a loudly trumpeted part
725498022,Appeal_to_fear-prejudice,21723,21950,"“The reluctance of some in the Vatican Curia to implement recommendations or cooperate with the work of a commission when the purpose is to improve the safety of children and vulnerable adults around the world is unacceptable,”"
725498022,Loaded_Language,201,211,tossed out
725498022,Loaded_Language,291,302,snippy tone
725498022,Loaded_Language,535,581,unending stream of outrages and embarrassments
725498022,Loaded_Language,1869,1879,gobsmacked
725498022,Loaded_Language,3705,3729,serious and painful evil
725498022,"Name_Calling,Labeling",5661,5696,leftists who have set up this thing
725498022,Loaded_Language,6618,6634,calumny” comment
725498022,Loaded_Language,7261,7279,devastating impact
725498022,"Name_Calling,Labeling",8684,8702,unusually contrite
725498022,"Name_Calling,Labeling",11946,11987,the kingpin of South American Catholicism
725498022,Loaded_Language,14333,14340,plagued
725498022,Loaded_Language,14373,14389,ignored to death
725498022,Loaded_Language,17386,17401,under his thumb
725498022,"Name_Calling,Labeling",17832,17837,mafia
725498022,Doubt,20682,20795,"given Francis’s usual methods, it’s anyone’s guess who in reality is actually dealing with these cases, if anyone"
725498022,Loaded_Language,21137,21152,harsh criticism
725731328,Slogans,547,563,God damn America
725731328,"Bandwagon,Reductio_ad_hitlerum",1007,1044,"the terror group, the Nation of Islam"
725731328,Loaded_Language,2099,2115,wicked deceivers
725731328,Loaded_Language,2149,2167,sucked their blood
725731328,Thought-terminating_Cliches,2132,2167,"people.
You have sucked their blood"
725731328,Repetition,2252,2279,Hitler was a very great man
725731328,"Bandwagon,Reductio_ad_hitlerum",2617,2654,Hitler exterminating six million Jews
725731328,Appeal_to_fear-prejudice,2817,2827,terrorists
725731328,Loaded_Language,120,139,worked as furiously
725731328,Loaded_Language,619,640,nefarious connections
725731328,Doubt,794,1076,"The Muslim photographer Askia Muhammad, who took this photo of candidate Barack Obama and vicious jihad-supporting racist Louis Farrakhan, knew this would impact the election: he said so.
And so he conspired with the terror group, the Nation of Islam, to keep it hidden for 10 years"
725731328,"Exaggeration,Minimisation",1945,1992,"that’s a good name.
Hitler was a very great man"
725731328,"Exaggeration,Minimisation",2232,2279,"that’s a good name.
Hitler was a very great man"
725731328,Loaded_Language,2505,2577,how long do you think a nation can do evil and not face the wrath of god
725731328,"Whataboutism,Straw_Men,Red_Herring",2670,2722,But don’t nobody ever ask what did they do to Hitler
725731328,Loaded_Language,2933,2973,will rain destruction upon white America
725731328,Loaded_Language,4044,4062,sort of in a panic
725731328,Loaded_Language,4719,4731,shines forth
725731328,"Exaggeration,Minimisation",282,289,destroy
725731328,Appeal_to_fear-prejudice,1996,2062,My god will wipe this country (America) from the face of the earth
725731328,Flag-Waving,2091,2167,"You are wicked deceivers of the American people.
You have sucked their blood"
725731328,"Bandwagon,Reductio_ad_hitlerum",2171,2224,"The Jews don’t like Farrakhan, so they call me Hitler"
725731328,Appeal_to_fear-prejudice,2381,2577,"America is in trouble, and I say God is about to wipe this nation from the face of the Earth.
I’m not crazy, I’m not drunk, how long do you think a nation can do evil and not face the wrath of god"
725731328,Appeal_to_fear-prejudice,2861,3020,"The Mother Wheel is a heavily armed spaceship the size of a city, which will rain destruction upon white America but save those who embrace the Nation of Islam"
725824328,"Name_Calling,Labeling",3313,3330,spiritual advisor
725824328,Loaded_Language,1027,1045,sort of in a panic
725824328,Repetition,2959,2964,black
725824328,Loaded_Language,3081,3112,shaking down white institutions
725824328,Loaded_Language,4189,4199,black rage
725824328,Doubt,4001,4406,"Reading Obama’s 1995 memoir, you might almost get the impression that after a prudent first term, during his second he might side with, I dunno, Black Lives Matter and encourage a wave of black rage and police retreat that drove up the death toll from murder by 20% in his last two years in office, an incremental death toll a little bigger than the U.S. combat death toll from the equally stupid Iraq War"
725824328,Appeal_to_fear-prejudice,1962,2033,was afraid that someone might “break into his apartment” looking for it
725824328,Loaded_Language,2056,2060,crap
727128296,Loaded_Language,2296,2312,racking my brain
727174208,"Exaggeration,Minimisation",112,162,the deadliest mass shooting in modern U.S. history
727174208,"Exaggeration,Minimisation",1452,1494,the guy who sold him a hamburger for lunch
727405181,Loaded_Language,193,210,in one fell swoop
727493378,Doubt,563,822,"The family finally got the remains in a box marked ""evidence"" over three months after the shooting and the autopsy report hasn't been finalized?
Wait, were the same guys in the autopsy room that were there when the doctors and coroners examined John F Kennedy"
727493378,Thought-terminating_Cliches,1272,1285,No more games
727493378,Loaded_Language,493,502,Seriously
727493378,Doubt,1769,1866,How can the autopsy report not be ‘finalized’ when the body was cremated more than five weeks ago
727493378,Loaded_Language,1943,1995,"That's exactly right!
Something is rotten in Denmark"
727493378,Doubt,1997,2265,"On top of that, we have questions as to whether the body was even that of Stephen Paddock, given the fact that certain elements of the Paddock in the preliminary police report, which mentioned the autopsy, are apparently at odds with the Paddock of other documentation"
727493378,Doubt,3072,3149,"By the way, the toxicology report was not mentioned in the preliminary report"
727497152,Loaded_Language,516,529,drag his feet
727497152,Loaded_Language,10,18,Massacre
727497152,Doubt,491,695,"Not only did the coroner drag his feet and release the autopsy reports late Wednesday, but all of the names were redacted in the reports, with no mention of ballistic data, bullet caliber, or trajectories"
727569885,Flag-Waving,1061,1142,America stands with the people of Iran in their courageous struggle for freedom.”
727569885,"Name_Calling,Labeling",1177,1196,obsequious acolytes
727569885,"Name_Calling,Labeling",1255,1271,despotic mullahs
727569885,Loaded_Language,191,204,pusillanimous
727569885,Loaded_Language,530,576,the nefarious nature of this fascist theocracy
727569885,Loaded_Language,5947,5999,doesn’t ask “how high” when they say “jump.” Clearly
727569885,Loaded_Language,6016,6030,docile posture
727569885,Loaded_Language,3630,3662,"weak, indecisive and ineffectual"
727569885,Loaded_Language,1548,1564,misguided effort
727569885,Loaded_Language,1642,1690,Obama sold everything including the kitchen sink
727569885,Loaded_Language,2016,2048,fecklessness through appeasement
727569885,Loaded_Language,2843,2860,Obama’s groveling
727569885,Loaded_Language,2869,2884,mischief-making
